"Step","cs1 - env/train/proxy_corner/avg_return_by_level","cs1 - env/train/proxy_corner/avg_return_by_level__MIN","cs1 - env/train/proxy_corner/avg_return_by_level__MAX","cs2 - env/train/proxy_corner/avg_return_by_level","cs2 - env/train/proxy_corner/avg_return_by_level__MIN","cs2 - env/train/proxy_corner/avg_return_by_level__MAX","cs3 - env/train/proxy_corner/avg_return_by_level","cs3 - env/train/proxy_corner/avg_return_by_level__MIN","cs3 - env/train/proxy_corner/avg_return_by_level__MAX","cs4 - env/train/proxy_corner/avg_return_by_level","cs4 - env/train/proxy_corner/avg_return_by_level__MIN","cs4 - env/train/proxy_corner/avg_return_by_level__MAX","cs5 - env/train/proxy_corner/avg_return_by_level","cs5 - env/train/proxy_corner/avg_return_by_level__MIN","cs5 - env/train/proxy_corner/avg_return_by_level__MAX","cs6 - env/train/proxy_corner/avg_return_by_level","cs6 - env/train/proxy_corner/avg_return_by_level__MIN","cs6 - env/train/proxy_corner/avg_return_by_level__MAX","cs7 - env/train/proxy_corner/avg_return_by_level","cs7 - env/train/proxy_corner/avg_return_by_level__MIN","cs7 - env/train/proxy_corner/avg_return_by_level__MAX","cs8 - env/train/proxy_corner/avg_return_by_level","cs8 - env/train/proxy_corner/avg_return_by_level__MIN","cs8 - env/train/proxy_corner/avg_return_by_level__MAX","cs9 - env/train/proxy_corner/avg_return_by_level","cs9 - env/train/proxy_corner/avg_return_by_level__MIN","cs9 - env/train/proxy_corner/avg_return_by_level__MAX","cs10 - env/train/proxy_corner/avg_return_by_level","cs10 - env/train/proxy_corner/avg_return_by_level__MIN","cs10 - env/train/proxy_corner/avg_return_by_level__MAX","cs11 - env/train/proxy_corner/avg_return_by_level","cs11 - env/train/proxy_corner/avg_return_by_level__MIN","cs11 - env/train/proxy_corner/avg_return_by_level__MAX"
"640","0.6824960112571716","0.6824960112571716","0.6824960112571716","0.21475434303283691","0.21475434303283691","0.21475434303283691","0.04753495380282402","0.04753495380282402","0.04753495380282402","0.03031618893146515","0.03031618893146515","0.03031618893146515","0.023936517536640167","0.023936517536640167","0.023936517536640167","0.028360305353999138","0.028360305353999138","0.028360305353999138","0","0","0","0.02352001518011093","0.02352001518011093","0.02352001518011093","0.015525015071034431","0.015525015071034431","0.015525015071034431","0.016595372930169106","0.016595372930169106","0.016595372930169106","0.014693554490804672","0.014693554490804672","0.014693554490804672"
"704","0.44765952229499817","0.44765952229499817","0.44765952229499817","0.1374855935573578","0.1374855935573578","0.1374855935573578","0.07562367618083954","0.07562367618083954","0.07562367618083954","0.06140097975730896","0.06140097975730896","0.06140097975730896","0.02462920919060707","0.02462920919060707","0.02462920919060707","0.02692180685698986","0.02692180685698986","0.02692180685698986","0.02410680428147316","0.02410680428147316","0.02410680428147316","0.025725314393639565","0.025725314393639565","0.025725314393639565","0.025621920824050903","0.025621920824050903","0.025621920824050903","0.024129249155521393","0.024129249155521393","0.024129249155521393","0.020169125869870186","0.020169125869870186","0.020169125869870186"
"768","0.5504592657089233","0.5504592657089233","0.5504592657089233","0.2897324860095978","0.2897324860095978","0.2897324860095978","0.13126741349697113","0.13126741349697113","0.13126741349697113","0.06860451400279999","0.06860451400279999","0.06860451400279999","0.07421022653579712","0.07421022653579712","0.07421022653579712","0.05492532625794411","0.05492532625794411","0.05492532625794411","0.047751784324645996","0.047751784324645996","0.047751784324645996","0.03506621718406677","0.03506621718406677","0.03506621718406677","0.03338053822517395","0.03338053822517395","0.03338053822517395","0.08743655681610107","0.08743655681610107","0.08743655681610107","0.05457060784101486","0.05457060784101486","0.05457060784101486"
"832","0.5242319107055664","0.5242319107055664","0.5242319107055664","0.2891247272491455","0.2891247272491455","0.2891247272491455","0.1787666231393814","0.1787666231393814","0.1787666231393814","0.12144336849451065","0.12144336849451065","0.12144336849451065","0.034347087144851685","0.034347087144851685","0.034347087144851685","0.039456166326999664","0.039456166326999664","0.039456166326999664","0","0","0","0.012612709775567055","0.012612709775567055","0.012612709775567055","0.005754372570663691","0.005754372570663691","0.005754372570663691","0.011508085764944553","0.011508085764944553","0.011508085764944553","0.016333764418959618","0.016333764418959618","0.016333764418959618"
"896","0.7116554975509644","0.7116554975509644","0.7116554975509644","0.24466484785079956","0.24466484785079956","0.24466484785079956","0.08786793053150177","0.08786793053150177","0.08786793053150177","0.05539752542972565","0.05539752542972565","0.05539752542972565","0.005696972832083702","0.005696972832083702","0.005696972832083702","0.005682226270437241","0.005682226270437241","0.005682226270437241","0.005696972832083702","0.005696972832083702","0.005696972832083702","0.0381779819726944","0.0381779819726944","0.0381779819726944","0.06261995434761047","0.06261995434761047","0.06261995434761047","0.09979363530874252","0.09979363530874252","0.09979363530874252","0.02647140994668007","0.02647140994668007","0.02647140994668007"
"960","0.5753103494644165","0.5753103494644165","0.5753103494644165","0.13282686471939087","0.13282686471939087","0.13282686471939087","0.05071359872817993","0.05071359872817993","0.05071359872817993","0.015169825404882431","0.015169825404882431","0.015169825404882431","0.015418393537402153","0.015418393537402153","0.015418393537402153","0.0049134655855596066","0.0049134655855596066","0.0049134655855596066","0.00562554644420743","0.00562554644420743","0.00562554644420743","0.026235762983560562","0.026235762983560562","0.026235762983560562","0.021180031821131706","0.021180031821131706","0.021180031821131706","0.00460349814966321","0.00460349814966321","0.00460349814966321","0","0","0"
"1024","0.693179726600647","0.693179726600647","0.693179726600647","0.25260207056999207","0.25260207056999207","0.25260207056999207","0.16978447139263153","0.16978447139263153","0.16978447139263153","0.16374604403972626","0.16374604403972626","0.16374604403972626","0.08740498125553131","0.08740498125553131","0.08740498125553131","0.05695487931370735","0.05695487931370735","0.05695487931370735","0.05747879669070244","0.05747879669070244","0.05747879669070244","0.0634937733411789","0.0634937733411789","0.0634937733411789","0.07580702751874924","0.07580702751874924","0.07580702751874924","0.11386356502771378","0.11386356502771378","0.11386356502771378","0.05330382660031319","0.05330382660031319","0.05330382660031319"
"1088","0.6212661862373352","0.6212661862373352","0.6212661862373352","0.10331960022449493","0.10331960022449493","0.10331960022449493","0.052505262196063995","0.052505262196063995","0.052505262196063995","0.0569806769490242","0.0569806769490242","0.0569806769490242","0.024787429720163345","0.024787429720163345","0.024787429720163345","0.01693018339574337","0.01693018339574337","0.01693018339574337","0.013356462121009827","0.013356462121009827","0.013356462121009827","0.011298658326268196","0.011298658326268196","0.011298658326268196","0.013095293194055557","0.013095293194055557","0.013095293194055557","0","0","0","0.0152352936565876","0.0152352936565876","0.0152352936565876"
"1152","0.7421736121177673","0.7421736121177673","0.7421736121177673","0.20489346981048584","0.20489346981048584","0.20489346981048584","0.056185126304626465","0.056185126304626465","0.056185126304626465","0.09692037105560303","0.09692037105560303","0.09692037105560303","0.048616304993629456","0.048616304993629456","0.048616304993629456","0.021493272855877876","0.021493272855877876","0.021493272855877876","0.06414239853620529","0.06414239853620529","0.06414239853620529","0.030065417289733887","0.030065417289733887","0.030065417289733887","0.03603295981884003","0.03603295981884003","0.03603295981884003","0.0399191714823246","0.0399191714823246","0.0399191714823246","0.017699334770441055","0.017699334770441055","0.017699334770441055"
"1216","0.6216545104980469","0.6216545104980469","0.6216545104980469","0.23918525874614716","0.23918525874614716","0.23918525874614716","0.09311836212873459","0.09311836212873459","0.09311836212873459","0.11442042142152786","0.11442042142152786","0.11442042142152786","0.06994707137346268","0.06994707137346268","0.06994707137346268","0.019886363297700882","0.019886363297700882","0.019886363297700882","0.0062500000931322575","0.0062500000931322575","0.0062500000931322575","0.010416666977107525","0.010416666977107525","0.010416666977107525","0.01019627507776022","0.01019627507776022","0.01019627507776022","0.023906094953417778","0.023906094953417778","0.023906094953417778","0.021138876676559448","0.021138876676559448","0.021138876676559448"
"1280","0.5924229025840759","0.5924229025840759","0.5924229025840759","0.18136316537857056","0.18136316537857056","0.18136316537857056","0.11000724136829376","0.11000724136829376","0.11000724136829376","0.06237224489450455","0.06237224489450455","0.06237224489450455","0.02879907190799713","0.02879907190799713","0.02879907190799713","0.005653815343976021","0.005653815343976021","0.005653815343976021","0","0","0","0","0","0","0","0","0","0.02904435805976391","0.02904435805976391","0.02904435805976391","0","0","0"
"1344","0.8125056028366089","0.8125056028366089","0.8125056028366089","0.2803605794906616","0.2803605794906616","0.2803605794906616","0.10919862240552902","0.10919862240552902","0.10919862240552902","0.08467702567577362","0.08467702567577362","0.08467702567577362","0.08841364085674286","0.08841364085674286","0.08841364085674286","0","0","0","0","0","0","0.04137863218784332","0.04137863218784332","0.04137863218784332","0.015189997851848602","0.015189997851848602","0.015189997851848602","0.03569873422384262","0.03569873422384262","0.03569873422384262","0.07830589264631271","0.07830589264631271","0.07830589264631271"
"1408","0.6579813957214355","0.6579813957214355","0.6579813957214355","0.18325865268707275","0.18325865268707275","0.18325865268707275","0.15235888957977295","0.15235888957977295","0.15235888957977295","0.09527266770601273","0.09527266770601273","0.09527266770601273","0.07411831617355347","0.07411831617355347","0.07411831617355347","0.04862840473651886","0.04862840473651886","0.04862840473651886","0.00527065759524703","0.00527065759524703","0.00527065759524703","0.015190091915428638","0.015190091915428638","0.015190091915428638","0.007067269179970026","0.007067269179970026","0.007067269179970026","0","0","0","0","0","0"
"1472","0.7074111700057983","0.7074111700057983","0.7074111700057983","0.18084128201007843","0.18084128201007843","0.18084128201007843","0.07452354580163956","0.07452354580163956","0.07452354580163956","0.07151813805103302","0.07151813805103302","0.07151813805103302","0.07516833394765854","0.07516833394765854","0.07516833394765854","0.03006863221526146","0.03006863221526146","0.03006863221526146","0.032446566969156265","0.032446566969156265","0.032446566969156265","0.053662486374378204","0.053662486374378204","0.053662486374378204","0.0054044234566390514","0.0054044234566390514","0.0054044234566390514","0","0","0","0.005541584454476833","0.005541584454476833","0.005541584454476833"
"1536","0.6859143972396851","0.6859143972396851","0.6859143972396851","0.2137586921453476","0.2137586921453476","0.2137586921453476","0.13710609078407288","0.13710609078407288","0.13710609078407288","0.14854998886585236","0.14854998886585236","0.14854998886585236","0.06143215671181679","0.06143215671181679","0.06143215671181679","0.024319184944033623","0.024319184944033623","0.024319184944033623","0.06295085698366165","0.06295085698366165","0.06295085698366165","0.05315835028886795","0.05315835028886795","0.05315835028886795","0.042412079870700836","0.042412079870700836","0.042412079870700836","0.04956725984811783","0.04956725984811783","0.04956725984811783","0.030543271452188492","0.030543271452188492","0.030543271452188492"
"1600","0.6698749661445618","0.6698749661445618","0.6698749661445618","0.23259121179580688","0.23259121179580688","0.23259121179580688","0.08795996010303497","0.08795996010303497","0.08795996010303497","0.13654205203056335","0.13654205203056335","0.13654205203056335","0.02774708904325962","0.02774708904325962","0.02774708904325962","0.059086091816425323","0.059086091816425323","0.059086091816425323","0.03706962987780571","0.03706962987780571","0.03706962987780571","0.046747464686632156","0.046747464686632156","0.046747464686632156","0.02742207981646061","0.02742207981646061","0.02742207981646061","0.04908706992864609","0.04908706992864609","0.04908706992864609","0.024929804727435112","0.024929804727435112","0.024929804727435112"
"1664","0.7201539278030396","0.7201539278030396","0.7201539278030396","0.2689545750617981","0.2689545750617981","0.2689545750617981","0.09159601479768753","0.09159601479768753","0.09159601479768753","0.10238383710384369","0.10238383710384369","0.10238383710384369","0.07640939205884933","0.07640939205884933","0.07640939205884933","0.0057973056100308895","0.0057973056100308895","0.0057973056100308895","0.0054044234566390514","0.0054044234566390514","0.0054044234566390514","0.00460349814966321","0.00460349814966321","0.00460349814966321","0.014433516189455986","0.014433516189455986","0.014433516189455986","0.0057973056100308895","0.0057973056100308895","0.0057973056100308895","0.010054304264485836","0.010054304264485836","0.010054304264485836"
"1728","0.6781787872314453","0.6781787872314453","0.6781787872314453","0.22114679217338562","0.22114679217338562","0.22114679217338562","0.06896097958087921","0.06896097958087921","0.06896097958087921","0.04000590741634369","0.04000590741634369","0.04000590741634369","0.04505512863397598","0.04505512863397598","0.04505512863397598","0.08617456257343292","0.08617456257343292","0.08617456257343292","0.0287003256380558","0.0287003256380558","0.0287003256380558","0.03462689742445946","0.03462689742445946","0.03462689742445946","0.12908554077148438","0.12908554077148438","0.12908554077148438","0.028380492702126503","0.028380492702126503","0.028380492702126503","0.038343653082847595","0.038343653082847595","0.038343653082847595"
"1792","0.7272539138793945","0.7272539138793945","0.7272539138793945","0.18021482229232788","0.18021482229232788","0.18021482229232788","0.12398022413253784","0.12398022413253784","0.12398022413253784","0.05998490750789642","0.05998490750789642","0.05998490750789642","0.053125981241464615","0.053125981241464615","0.053125981241464615","0.04104170575737953","0.04104170575737953","0.04104170575737953","0.02085357904434204","0.02085357904434204","0.02085357904434204","0.010286732576787472","0.010286732576787472","0.010286732576787472","0.031153839081525803","0.031153839081525803","0.031153839081525803","0.010526711121201515","0.010526711121201515","0.010526711121201515","0.0057973056100308895","0.0057973056100308895","0.0057973056100308895"
"1856","0.6387875080108643","0.6387875080108643","0.6387875080108643","0.18766751885414124","0.18766751885414124","0.18766751885414124","0.07817920297384262","0.07817920297384262","0.07817920297384262","0.020212266594171524","0.020212266594171524","0.020212266594171524","0.022365333512425423","0.022365333512425423","0.022365333512425423","0.09237278252840042","0.09237278252840042","0.09237278252840042","0","0","0","0.005218082573264837","0.005218082573264837","0.005218082573264837","0.029907047748565674","0.029907047748565674","0.029907047748565674","0.01026616245508194","0.01026616245508194","0.01026616245508194","0","0","0"
"1920","0.7069979310035706","0.7069979310035706","0.7069979310035706","0.2969045042991638","0.2969045042991638","0.2969045042991638","0.12354476749897003","0.12354476749897003","0.12354476749897003","0.1725166141986847","0.1725166141986847","0.1725166141986847","0.10163366794586182","0.10163366794586182","0.10163366794586182","0.05776599794626236","0.05776599794626236","0.05776599794626236","0.038402896374464035","0.038402896374464035","0.038402896374464035","0.07387407124042511","0.07387407124042511","0.07387407124042511","0.0642620399594307","0.0642620399594307","0.0642620399594307","0.02410811558365822","0.02410811558365822","0.02410811558365822","0.022979499772191048","0.022979499772191048","0.022979499772191048"
"1984","0.6054177284240723","0.6054177284240723","0.6054177284240723","0.16685836017131805","0.16685836017131805","0.16685836017131805","0.07654732465744019","0.07654732465744019","0.07654732465744019","0.03733552247285843","0.03733552247285843","0.03733552247285843","0.012163188308477402","0.012163188308477402","0.012163188308477402","0.039990540593862534","0.039990540593862534","0.039990540593862534","0.010845381766557693","0.010845381766557693","0.010845381766557693","0.0062500000931322575","0.0062500000931322575","0.0062500000931322575","0.038709573447704315","0.038709573447704315","0.038709573447704315","0.006218750029802322","0.006218750029802322","0.006218750029802322","0.02339843660593033","0.02339843660593033","0.02339843660593033"
"2048","0.5315819978713989","0.5315819978713989","0.5315819978713989","0.1316438913345337","0.1316438913345337","0.1316438913345337","0.08994610607624054","0.08994610607624054","0.08994610607624054","0.10309722274541855","0.10309722274541855","0.10309722274541855","0.062113311141729355","0.062113311141729355","0.062113311141729355","0.09741701185703278","0.09741701185703278","0.09741701185703278","0.03125","0.03125","0.03125","0.043288834393024445","0.043288834393024445","0.043288834393024445","0.058651525527238846","0.058651525527238846","0.058651525527238846","0.045973774045705795","0.045973774045705795","0.045973774045705795","0.03125","0.03125","0.03125"
"2112","0.5441040992736816","0.5441040992736816","0.5441040992736816","0.18682217597961426","0.18682217597961426","0.18682217597961426","0.09595191478729248","0.09595191478729248","0.09595191478729248","0.052921537309885025","0.052921537309885025","0.052921537309885025","0.03760601580142975","0.03760601580142975","0.03760601580142975","0.08398781716823578","0.08398781716823578","0.08398781716823578","0","0","0","0.014740796759724617","0.014740796759724617","0.014740796759724617","0.02967306226491928","0.02967306226491928","0.02967306226491928","0","0","0","0","0","0"
"2176","0.7314691543579102","0.7314691543579102","0.7314691543579102","0.20981746912002563","0.20981746912002563","0.20981746912002563","0.13881909847259521","0.13881909847259521","0.13881909847259521","0.16862905025482178","0.16862905025482178","0.16862905025482178","0.08540185540914536","0.08540185540914536","0.08540185540914536","0.07657003402709961","0.07657003402709961","0.07657003402709961","0.011596150696277618","0.011596150696277618","0.011596150696277618","0.05731234326958656","0.05731234326958656","0.05731234326958656","0.005710780154913664","0.005710780154913664","0.005710780154913664","0.007773437537252903","0.007773437537252903","0.007773437537252903","0.05767451971769333","0.05767451971769333","0.05767451971769333"
"2240","0.655044674873352","0.655044674873352","0.655044674873352","0.2621968984603882","0.2621968984603882","0.2621968984603882","0.20872417092323303","0.20872417092323303","0.20872417092323303","0.16933849453926086","0.16933849453926086","0.16933849453926086","0.136733278632164","0.136733278632164","0.136733278632164","0.15188583731651306","0.15188583731651306","0.15188583731651306","0.126552015542984","0.126552015542984","0.126552015542984","0.07586512714624405","0.07586512714624405","0.07586512714624405","0.06682230532169342","0.06682230532169342","0.06682230532169342","0.06094864755868912","0.06094864755868912","0.06094864755868912","0.03791389986872673","0.03791389986872673","0.03791389986872673"
"2304","0.6725059747695923","0.6725059747695923","0.6725059747695923","0.2304978370666504","0.2304978370666504","0.2304978370666504","0.15895885229110718","0.15895885229110718","0.15895885229110718","0.2964121699333191","0.2964121699333191","0.2964121699333191","0.04780881851911545","0.04780881851911545","0.04780881851911545","0.21718715131282806","0.21718715131282806","0.21718715131282806","0.08947770297527313","0.08947770297527313","0.08947770297527313","0.07410095632076263","0.07410095632076263","0.07410095632076263","0.028116732835769653","0.028116732835769653","0.028116732835769653","0.027808265760540962","0.027808265760540962","0.027808265760540962","0.03345467895269394","0.03345467895269394","0.03345467895269394"
"2368","0.6729118227958679","0.6729118227958679","0.6729118227958679","0.15699756145477295","0.15699756145477295","0.15699756145477295","0.06968209147453308","0.06968209147453308","0.06968209147453308","0.028630413115024567","0.028630413115024567","0.028630413115024567","0.03776261582970619","0.03776261582970619","0.03776261582970619","0.07296009361743927","0.07296009361743927","0.07296009361743927","0.031471557915210724","0.031471557915210724","0.031471557915210724","0.012327667325735092","0.012327667325735092","0.012327667325735092","0.004938156343996525","0.004938156343996525","0.004938156343996525","0","0","0","0.004720332100987434","0.004720332100987434","0.004720332100987434"
"2432","0.7377740144729614","0.7377740144729614","0.7377740144729614","0.2806093692779541","0.2806093692779541","0.2806093692779541","0.30970636010169983","0.30970636010169983","0.30970636010169983","0.19573865830898285","0.19573865830898285","0.19573865830898285","0.07455956935882568","0.07455956935882568","0.07455956935882568","0.09410274773836136","0.09410274773836136","0.09410274773836136","0.04395265877246857","0.04395265877246857","0.04395265877246857","0.010637436993420124","0.010637436993420124","0.010637436993420124","0.05884040892124176","0.05884040892124176","0.05884040892124176","0.022171514108777046","0.022171514108777046","0.022171514108777046","0.016500191763043404","0.016500191763043404","0.016500191763043404"
